Id,Title,Fake/Real
448,"""Wildlife Sanctuary: Rare Species Find Safe Haven in Protected Natural Reserve""",fake
449,"""Eminem and Rihanna Announce Tour; Pamela Anderson Concerned About Sex""",fake
450,NASA Launching Orbiting Carbon Observatory Satellite,real
451,Evaluation: Pistorius is criminally liable,real
452,Botox maker Allergan draws bid from Valeant (Update),real
453,"XSCAPE: New Michael Jackson, Produced by Timbaland, Set For May 13",real
454,Holy Week events,real
455,"""Apple Postpones iWatch and Apple TV Unveiling""",fake
456,Facebook's purchase of WhatsApp gets US approval - and a warning,real
457,Why Is Seth Rogen Now Part of the UCSB Shooter Conversation?,real
458,Photos Of The New Gmail Leaked,real
459,"Facebook COO, Sheryl Sandberg visits India",real
460,"""Health Alert: Superfoods You Should Add to Your Diet for a Longer Life""",fake
461,"""Paleontological Breakthrough: Rare Dinosaur Skeleton Unearthed in Desert Oasis""",fake
462,No Butts About It: Don't Fear the Colonoscopy,real
463,Crude oil futures up on Asian cues,real
464,"Hollywood Mourns Loss of Mickey Rooney, Actor Passes Away at 93",real
465,Brad Pitt Takes on All the Nazis with One Tank in the Trailer for 'Fury',real
466,Dollar General and DuPont are big market movers,real
467,"""Entertainment Extravaganza: Star-Studded Gala Raises Funds for Charitable Causes""",fake
468,"The Herald (Rock Hill, S.C.), Andrew Dys column",real
469,Metal band singer gets six years for murder plot,real
470,"""Computer Simulation Demonstrates the Growth of Our Universe""",fake
471,Bank of America hit by $6bn credit crunch legal bill,real
472,"Kim Kardashian's Lavish Paris Hen Night in a $20,000 Dress",fake
473,Big climate report: Warming is big risk for people,real
474,You Are Not Pregnant. We're Pregnant! Mila Kunis Tells Off Overeager Fathers  ...,real
475,"""Jane Fonda & Lily Tomlin's Husbands to Star in Gay-Themed Project""",fake
476,Gold per ounce Spot gold per gram today's Spot silver precious metal news  ...,real
477,Milestone watch: 2000 on S&P 500,real
478,"""Medical Triumph: Cutting-Edge Procedure Offers Hope for Spinal Cord Injuries""",fake
479,"Jet search expands north, south; mystery persists",real
480,Nature inspires next generation of drones,real
481,AOL.com Article - Deputies never saw menacing videos before rampage,real
482,'Noah' Review Roundup: Challenging and Enthralling Modern Parable,real
483,Dancing With The Stars: The Audience Got It Right – Here's The Rankings,real
484,Just another flagship or the ultimate smartphone?,real
485,Google Now comes to Chrome on PC and Mac,real
486,"Study: Hookah use up among teens, especially white males with money",real
487,TRULIA SHAREHOLDER ALERT - Andrews & Springer LLC is Seeking More  ...,real
488,Prince Harry and Meghan Markle Welcome Baby Girl,fake
489,UPDATE: Kingfisher Set For Capital Return After Strong Set Of Results,real
490,"The Weekend Warrior: Guardians of the Galaxy, Get on Up",real
491,'50 Shades' is year's most-viewed trailer,real
492,"""Production and Sales Decline in April for China Coal Industry""",fake
493,"Google Glass, Now Available With Diane Von Furstenberg Frames",real
494,"European shares rebound; euro, pound steady",real
495,The Rolling Stones To Return To Australia After AFL Season,real
496,'Tony the Tiger' Voice Dead at 64,real
497,Lea Michele NOT pregnant: Glee star's Twitter account hacked by vicious trolls to  ...,real
498,New York AG files suit against Barclays,real
499,Impasse On Commitments to Green Climate Fund At Bonn Climate Change  ...,real
500,"Google Shows Off Android Auto, Wearables at Conference",real
501,MIT to establish 'Bitcoin ecosystem' by giving away the cryptocurrency to every  ...,real
502,"Fruit, vegetable prices push March retail inflation to 8.31%",real
503,"""Windows Azure to Be Rebranded as Microsoft Azure""",fake
504,Australian Market Drifts Lower On Wall Street Cues,real
505,Is Shailene Woodley Ready to Grow Out Her Hair After 'The Fault in Our Stars'?,real
506,"""Marvel Introduces a Thor for the 21st Century""",fake
507,"Iranian Hackers Spied on US, Israeli Personalities",real
508,Nations intensify efforts to suppress Ebola outbreak,real
509,"Katheryn Deprill, 'Burger King Baby' abandoned 27 years: Meets her birth mother",real
510,Fiat Chrysler CEO says new business plan includes capacity to produce 6  ...,real
511,"""Entertainment Extravaganza: Star-Studded Event Raises Funds for Charity""",fake
512,Monty Python Live (Mostly) review: Flying out on a high,real
513,BoE's Carney braced for grilling in forex probe,real
514,"""Historical Revelation: Unearthed Artifacts Reveal Lost Kingdom's Secrets""",fake
515,Thailand wooing Latin America market,real
516,"""Another Shock Video Allegedly Exposes Planned Parenthood's Controversial Practices""",fake
517,Buffett: Coca-Cola Can Easily Reduce Pay Plan,real
518,"Dementia, Alzheimer's diagnosis on healthy decline, say new research reports",real
519,"Review: Lovely visuals, smart writing in 'Dragon'",real
520,"""Shailene Woodley, Star of 'Divergent,' Shares Life Advice in Exclusive Interview (Part 1)""",fake
521,"""Natural Wonder: Rare Species Thriving in Remote Rainforest Sanctuary""",fake
522,Will Microsoft Launch Surface Mini Tablet In May?,real
523,"Lindsay Lohan's Latest ""Last Chance"" -- Will It Stick?...",real
524,WASHINGTON - Singer Chris Brown's trial on an assault charge in Washington  ...,real
525,"""Historical Marvel: Ancient Ruins Reveal Insights into Lost Civilization""",fake
526,PLAYBILL ON OPENING NIGHT: Aladdin — The Ashman Cometh (Again),real
527,"""Gold Prices Hit a Five-Week Low Below $1300 an Ounce""",fake
528,Miley Cyrus Postpones U.S. Tour Dates Until August,fake
529,Janet Yellen: monetary policy 'limited' in addressing financial issues,real
530,World's Largest Solar Farm Powers Entire City,fake
531,"""US Faces Consequences for Its Actions Against Russia in $50 Billion Lawsuit""",fake
532,VIDEO: Double Amputee's Inspiring DWTS Performance,real
533,California restricts access to water well records,real
534,"Analysts Predict 500,000 Annual Tesla Car Sales by 2020",fake
535,Jesse Jackson says blacks inadequately represented in tech companies,real
536,14/07/2014Lindt eyes sweet taste of Russell Stover: report,real
537,Fried food leads to obesity in people with genetic risk,real
538,US new-home sales show rise in April,real
539,American Apparel to Maintain Current Marketing Esthetic,real
540,"""Listen to the Worst Customer Service Call in History, Prepare to Cringe""",fake
541,European Court Ruling Redefines 'Googling' People,real
542,Gas Prices Continue to Climb toward $4 a Gallon: Ways to Save Money,real
543,Louis Zamperini Dies; Olympian and War Hero In 'Unbroken' Mourned,real
544,MIT Undergrads Will Each Get $100 In Bitcoin,real
545,"UPDATE 2-Pfizer defends ""powerhouse"" Astra deal as CEO braces for grilling",real
546,Everything We Know About Kim Kardashian's Upcoming Wedding To Kanye West,real
547,Beyoncé named world's most powerful celebrity,real
548,Senate investigation turns to GM supplier,real
549,Netflix CEO blasts Comcast over call for strong net neutrality,real
550,Sony unveils Xperia C3 smartphone with LED flash in front,real
551,"""Supreme Court Rejects Sahara Chief's Plea for House Arrest, Lifts Asset Freeze""",fake
552,Captive Killer Whales Defy Lifespan Expectations,fake
553,"""Tainted Ground Beef Recall Widened, Affects More Consumers""",fake
554,"Analysts respond to AAPL earnings, rating the stock a strong buy",real
555,Chikungunya cases in the Dominican Republic jumps...,real
556,Coldwater crumbles,real
557,Apple Taps iPhone the 'Only Phone' You Need,real
558,"Manufacturing's PMI down, but conditions improve: HSBC",real
559,Hollywood Actress Reveals Secret Battle with Rare Disease,fake
560,Investment Banking Community Divided on IPO Forecast for Second Half of  ...,real
561,US construction spending up 0.1% in May,real
562,"""Humanitarian Efforts: Volunteers Bring Aid to Disaster-Stricken Communities""",fake
563,Record Store Day 2014: Digital Spy's Top 10 Picks,fake
564,Zac Efron 'punched in the face in Skid Row attack',real
565,Justin Bieber assault case returns to Toronto court,real
566,Nicola Peltz: Exploring make-up is fun,real
567,Sherri Shepherd Under-Fire Again Fist Husband alleges Neglect,real
568,Google Partners With Novartis To Make Smart Contact Lenses,real
569,GM recalls 428211 more vehicles,real
570,Uber's remarkable growth could end the era of poorly paid cab drivers,real
571,"Diet drinks can play positive role in weight loss, industry-funded study finds",real
572,Editorial: Ohio should take lead on higher cigarette tax,real
573,Nick Carter Marries Lauren Kitt,real
574,President Obama teases Ellen DeGeneres on Oscar selfie stunt,real
575,"'Orphan Black' Season 2, Episode 1 Recap: Song And Dance",real
576,Netflix CEO Turns Up the Heat on Comcast,real
577,"'Dancing with the Stars' pro Maksim Chmerkovskiy: I love Meryl Davis, would  ...",real
578,The big green test,real
579,'The Voice': Top three reflect on season 6 before tonight's finale,real
580,Mozilla Reiterates Support for Marriage Equality as Three Board Members Step  ...,real
581,Octopus mom protects her eggs for 4 years,real
582,Instagram shows steady growth with nearly 200 million active users,real
583,Google's Moonshot Project To Map The Healthy Human Body,real
584,AI-Powered Chef Creates Culinary Masterpieces,fake
585,General Motors Invests $185 Million To Produce Eco-Tech Engines At Its Spring  ...,real
586,"""Forex - USD/JPY at Near 1-Month Lows After Disappointing Japan Data""",fake
587,Drugs 'were waste which are given for swine flu,real
588,Kendall Jenner flashes nipples in see-through white crop top aboard sister  ...,real
589,Pregnant women who took antidepressants linked to higher autism risk in boys,real
590,"""Mark Zuckerberg Faces Iranian Court Order to Appear""",fake
591,'Game of Thrones': 'Kill the masters',real
592,Coast-to-coast relay,real
593,Lagarde insists she will not quit over French fraud case,real
594,President Obama Meets and Plays Soccer with Honda's ASIMO Robot! [w/Video],real
595,"Bell Sony Xperia Z2 now available for pre-order, costs $179.95 on a 2-year term",real
596,"""Tim Hortons and Burger King Deal Nears Completion, Shares Surge Further""",fake
597,James Franco and Seth Rogen film 'The Interview' angers North Korean leader  ...,real
598,Citigroup Reaches $1B RMBS Deal With Investors,real
599,"Kim and Kanye Wedding Update: Civil Ceremony This Week, North West is  ...",real
600,Count the ways that Billy Dee Williams' insanely awkward Star Wars-themed  ...,real
601,Justin Bieber -- FAA Clears Singer in Weed Flight,real
602,Johnson Controls (JCI) Tops Q3 Earnings on Strong Performance,real
603,'Fast & Furious 7' to film some actions scenes with Paul Walker's brothers,real
604,FDA Approves Key Lilly Drug,real
605,"TDOT, THP prepare for 2014 Bonnaroo Festival",real
606,CEO Mary Barra apologizes for GM's handling of recall,real
607,"""BSkyB Confirms Talks on 21st Century Fox Pay-TV Interests""",fake
608,SA awaits credit ratings,real
609,Diane Sawyer stepping down as ABC anchor,real
610,The two companies' joint press release,real
611,Manziel tones it down . . . by hanging out with Justin Bieber,real
612,"Genetically, close friends are like distant cousins",real
613,Rick Ross And Jeezy Lock & Load In “War Ready” Video: Watch,real
614,"'Happiness' Video Prompts Arrests, And A Presidential Tweet, In Iran",real
615,How Game of Thrones conquered a mass TV audience (with video),real
616,Reese Witherspoon Has a Really Hard Time Saying 'Cara Delevingne',real
617,"""Asia's Rising Resilience to Oil Prices, How It Impacts Economies""",fake
618,"""Tokyo Bitcoin Exchange Files for Bankruptcy, Citing Virtual Currency Losses""",fake
619,"GM Issues Six New Recalls, 7.6 Million Vehicles Affected",real
620,FCC defends new net neutrality proposal,real
621,"""Facebook's WhatsApp Acquisition Gains US Approval Amid Warnings""",fake
622,AT&T Looking at 21 Additional Metro Areas for Gigabit Networks,real
623,WDAY News - Noon Update,real
624,"""Community Unity: Local Heroes Recognized for Outstanding Contributions""",fake
625,"Male Infertility Right Up There with Smoking, Diabetes as Death Risk",real
626,US Manufacturing Growth Ramps to 57.3 in June - Markit (UUP),real
627,Tupac's last words revealed,real
628,"Broadband Roundup: Wireless Data Exploding, Will Sprint Succeed with T  ...",real
629,Frequent Arguments with Partner Increases chances of Death,real
630,For one night only – Ibsen classic gets the Dolby Atmos treatment,real
631,JJ Abrams invites you to the set of 'Star Wars',real
632,Judge Joe Brown arrested: Brown sentenced to jail for contempt of court,real
633,Gold Falls Most in 13 Weeks as Palladium Rises to 31-Month High,real
634,GM suspends South African output as striking union spurns offer,real
635,"Govts wasting money on stockpile of Roche's flu drug, claim researchers",real
636,"""Medical Progress: Innovative Treatment Offers Hope for Multiple Sclerosis Patients""",fake
637,Disney announces plans for 'The Incredibles 2' and a third 'Cars' movie,real
638,Vince McMahon Releases Statement Following WWE's Stock Tanking,real
639,Samsung unveils health & fitness writsband,real
640,Why HBO and Pay TV Still Aren't Getting Divorced,real
641,"Ford recalling almost 435000 cars, SUVs",real
642,"""T-Mobile Launches iPhone 'Test Drive' Program""",fake
643,Who Will Binge-Drink at Age 16? European Teen Imaging Study Pinpoints  ...,real
644,Why Google Shares Are Trading Up,real
645,"""Innovative Tech: Solar-Powered Cars Set to Revolutionize Transportation""",fake
646,"Once an underground phenomenon, pot holiday goes mainstream in Colorado  ...",real
647,Ray Comfort Releases Christian 'Noah' Movie: Watch 'Noah and the Last Day' on  ...,real
648,Large Disparity in Compensation Demanded by Each Side,real
649,Ex-TV judge Brown charged with contempt in Tennessee,real
650,1st Mini Dialysis Machine For Babies Developed In Italy Could Help Treat Infants  ...,real
